pattern,k,frequency,expected occurrences,percentage
1qta,4,1,4.072158651301055e-05,0.004072158651301055
1ooq,4,1,4.072158651301055e-05,0.004072158651301055
oqor,4,1,4.072158651301055e-05,0.004072158651301055
1sap,4,1,4.072158651301055e-05,0.004072158651301055
2oao,4,1,4.072158651301055e-05,0.004072158651301055
osos,4,2,8.14431730260211e-05,0.00814431730260211
1rna,4,2,8.14431730260211e-05,0.00814431730260211
rnao,4,2,8.14431730260211e-05,0.00814431730260211
oson,4,3,0.00012216475953903165,0.012216475953903166
aoos,4,1,4.072158651301055e-05,0.004072158651301055
2nnt,4,2,8.14431730260211e-05,0.00814431730260211
ntnn,4,2,8.14431730260211e-05,0.00814431730260211
rta,3,2,8.14431730260211e-05,0.00814431730260211
orta,4,2,8.14431730260211e-05,0.00814431730260211
rtan,4,1,4.072158651301055e-05,0.004072158651301055
1qqt,4,2,8.14431730260211e-05,0.00814431730260211
qtar,4,4,0.0001628863460520422,0.01628863460520422
aooa,4,2,8.14431730260211e-05,0.00814431730260211
13,2,1,4.072158651301055e-05,0.004072158651301055
apop,4,2,8.14431730260211e-05,0.00814431730260211
popp,4,1,4.072158651301055e-05,0.004072158651301055
posp,4,2,8.14431730260211e-05,0.00814431730260211
stt,3,1,4.072158651301055e-05,0.004072158651301055
1aso,4,3,0.00012216475953903165,0.012216475953903166
asop,4,1,4.072158651301055e-05,0.004072158651301055
sopo,4,1,4.072158651301055e-05,0.004072158651301055
1qrt,4,1,4.072158651301055e-05,0.004072158651301055
qrts,4,1,4.072158651301055e-05,0.004072158651301055
1rns,4,1,4.072158651301055e-05,0.004072158651301055
nsoo,4,1,4.072158651301055e-05,0.004072158651301055
3otq,4,1,4.072158651301055e-05,0.004072158651301055
qqts,4,1,4.072158651301055e-05,0.004072158651301055
1tqo,4,1,4.072158651301055e-05,0.004072158651301055
tqos,4,1,4.072158651301055e-05,0.004072158651301055
1toq,4,1,4.072158651301055e-05,0.004072158651301055
oqqo,4,1,4.072158651301055e-05,0.004072158651301055
qqos,4,1,4.072158651301055e-05,0.004072158651301055
qoso,4,1,4.072158651301055e-05,0.004072158651301055
poot,4,4,0.0001628863460520422,0.01628863460520422
2qoo,4,1,4.072158651301055e-05,0.004072158651301055
3nr,3,3,0.00012216475953903165,0.012216475953903166
poao,4,3,0.00012216475953903165,0.012216475953903166
rnqs,4,1,4.072158651301055e-05,0.004072158651301055
soop,4,1,4.072158651301055e-05,0.004072158651301055
1qsr,4,2,8.14431730260211e-05,0.00814431730260211
rqr,3,2,8.14431730260211e-05,0.00814431730260211
arqr,4,2,8.14431730260211e-05,0.00814431730260211
rqrn,4,2,8.14431730260211e-05,0.00814431730260211
1trr,4,1,4.072158651301055e-05,0.004072158651301055
4r,2,1,4.072158651301055e-05,0.004072158651301055
os4,3,1,4.072158651301055e-05,0.004072158651301055
s4r,3,1,4.072158651301055e-05,0.004072158651301055
4rn,3,1,4.072158651301055e-05,0.004072158651301055
aos4,4,1,4.072158651301055e-05,0.004072158651301055
os4r,4,1,4.072158651301055e-05,0.004072158651301055
s4rn,4,1,4.072158651301055e-05,0.004072158651301055
1nnr,4,4,0.0001628863460520422,0.01628863460520422
2sq,3,2,8.14431730260211e-05,0.00814431730260211
2sqt,4,1,4.072158651301055e-05,0.004072158651301055
sqtr,4,1,4.072158651301055e-05,0.004072158651301055
t1n,3,1,4.072158651301055e-05,0.004072158651301055
2t1n,4,1,4.072158651301055e-05,0.004072158651301055
t1ns,4,1,4.072158651301055e-05,0.004072158651301055
sqq,3,1,4.072158651301055e-05,0.004072158651301055
osqq,4,1,4.072158651301055e-05,0.004072158651301055
sqqn,4,1,4.072158651301055e-05,0.004072158651301055
6,1,2,8.14431730260211e-05,0.00814431730260211
6o,2,1,4.072158651301055e-05,0.004072158651301055
aoa,3,4,0.0001628863460520422,0.01628863460520422
1aoa,4,3,0.00012216475953903165,0.012216475953903166
aoao,4,3,0.00012216475953903165,0.012216475953903166
rotn,4,2,8.14431730260211e-05,0.00814431730260211
3aq,3,1,4.072158651301055e-05,0.004072158651301055
aqt,3,1,4.072158651301055e-05,0.004072158651301055
3aqt,4,1,4.072158651301055e-05,0.004072158651301055
aqtr,4,1,4.072158651301055e-05,0.004072158651301055
3qtn,4,1,4.072158651301055e-05,0.004072158651301055
2ro,3,1,4.072158651301055e-05,0.004072158651301055
2ror,4,1,4.072158651301055e-05,0.004072158651301055
tqtt,4,1,4.072158651301055e-05,0.004072158651301055
nta,3,1,4.072158651301055e-05,0.004072158651301055
1nta,4,1,4.072158651301055e-05,0.004072158651301055
ntar,4,1,4.072158651301055e-05,0.004072158651301055
1nqt,4,2,8.14431730260211e-05,0.00814431730260211
1onr,4,1,4.072158651301055e-05,0.004072158651301055
nnqt,4,2,8.14431730260211e-05,0.00814431730260211
nqtr,4,1,4.072158651301055e-05,0.004072158651301055
ntq,3,3,0.00012216475953903165,0.012216475953903166
nntq,4,1,4.072158651301055e-05,0.004072158651301055
ntqr,4,2,8.14431730260211e-05,0.00814431730260211
tots,4,2,8.14431730260211e-05,0.00814431730260211
oqs,3,1,4.072158651301055e-05,0.004072158651301055
3oqs,4,1,4.072158651301055e-05,0.004072158651301055
oqsn,4,1,4.072158651301055e-05,0.004072158651301055
qsnr,4,1,4.072158651301055e-05,0.004072158651301055
3ton,4,1,4.072158651301055e-05,0.004072158651301055
rqnn,4,2,8.14431730260211e-05,0.00814431730260211
qnns,4,1,4.072158651301055e-05,0.004072158651301055
taot,4,1,4.072158651301055e-05,0.004072158651301055
aotr,4,1,4.072158651301055e-05,0.004072158651301055
1osa,4,1,4.072158651301055e-05,0.004072158651301055
sqtn,4,1,4.072158651301055e-05,0.004072158651301055
oopp,4,1,4.072158651301055e-05,0.004072158651301055
nnot,4,2,8.14431730260211e-05,0.00814431730260211
spot,4,1,4.072158651301055e-05,0.004072158651301055
rots,4,1,4.072158651301055e-05,0.004072158651301055
1onn,4,2,8.14431730260211e-05,0.00814431730260211
na1,3,1,4.072158651301055e-05,0.004072158651301055
a1n,3,2,8.14431730260211e-05,0.00814431730260211
2na1,4,1,4.072158651301055e-05,0.004072158651301055
na1n,4,1,4.072158651301055e-05,0.004072158651301055
osnn,4,1,4.072158651301055e-05,0.004072158651301055
trp,3,1,4.072158651301055e-05,0.004072158651301055
qtrp,4,1,4.072158651301055e-05,0.004072158651301055
trpo,4,1,4.072158651301055e-05,0.004072158651301055
onor,4,3,0.00012216475953903165,0.012216475953903166
1rt,3,2,8.14431730260211e-05,0.00814431730260211
1rto,4,1,4.072158651301055e-05,0.004072158651301055
rtoq,4,1,4.072158651301055e-05,0.004072158651301055
ootp,4,1,4.072158651301055e-05,0.004072158651301055
oa1,3,1,4.072158651301055e-05,0.004072158651301055
1oa1,4,1,4.072158651301055e-05,0.004072158651301055
oa1o,4,1,4.072158651301055e-05,0.004072158651301055
a1on,4,1,4.072158651301055e-05,0.004072158651301055
oona,4,1,4.072158651301055e-05,0.004072158651301055
oopr,4,1,4.072158651301055e-05,0.004072158651301055
ssn,3,1,4.072158651301055e-05,0.004072158651301055
qtso,4,1,4.072158651301055e-05,0.004072158651301055
tsos,4,1,4.072158651301055e-05,0.004072158651301055
soss,4,1,4.072158651301055e-05,0.004072158651301055
ossn,4,1,4.072158651301055e-05,0.004072158651301055
tsq,3,3,0.00012216475953903165,0.012216475953903166
2tsq,4,1,4.072158651301055e-05,0.004072158651301055
tsqn,4,2,8.14431730260211e-05,0.00814431730260211
sqno,4,1,4.072158651301055e-05,0.004072158651301055
1nas,4,1,4.072158651301055e-05,0.004072158651301055
ro1,3,1,4.072158651301055e-05,0.004072158651301055
oro1,4,1,4.072158651301055e-05,0.004072158651301055
ro1o,4,1,4.072158651301055e-05,0.004072158651301055
o1or,4,2,8.14431730260211e-05,0.00814431730260211
2ntq,4,1,4.072158651301055e-05,0.004072158651301055
qsrq,4,1,4.072158651301055e-05,0.004072158651301055
rnqn,4,2,8.14431730260211e-05,0.00814431730260211
3nt,3,4,0.0001628863460520422,0.01628863460520422
3ntt,4,2,8.14431730260211e-05,0.00814431730260211
nttn,4,1,4.072158651301055e-05,0.004072158651301055
3rn,3,1,4.072158651301055e-05,0.004072158651301055
to4,3,1,4.072158651301055e-05,0.004072158651301055
3to4,4,1,4.072158651301055e-05,0.004072158651301055
to4n,4,1,4.072158651301055e-05,0.004072158651301055
otnt,4,1,4.072158651301055e-05,0.004072158651301055
soao,4,2,8.14431730260211e-05,0.00814431730260211
ad,2,1,4.072158651301055e-05,0.004072158651301055
dr,2,2,8.14431730260211e-05,0.00814431730260211
oad,3,1,4.072158651301055e-05,0.004072158651301055
adr,3,1,4.072158651301055e-05,0.004072158651301055
drn,3,2,8.14431730260211e-05,0.00814431730260211
1oad,4,1,4.072158651301055e-05,0.004072158651301055
oadr,4,1,4.072158651301055e-05,0.004072158651301055
adrn,4,1,4.072158651301055e-05,0.004072158651301055
tonr,4,1,4.072158651301055e-05,0.004072158651301055
onrq,4,1,4.072158651301055e-05,0.004072158651301055
1qno,4,1,4.072158651301055e-05,0.004072158651301055
3tnt,4,1,4.072158651301055e-05,0.004072158651301055
nooa,4,1,4.072158651301055e-05,0.004072158651301055
rsr,3,1,4.072158651301055e-05,0.004072158651301055
orsr,4,1,4.072158651301055e-05,0.004072158651301055
rsrn,4,1,4.072158651301055e-05,0.004072158651301055
3tro,4,1,4.072158651301055e-05,0.004072158651301055
trot,4,1,4.072158651301055e-05,0.004072158651301055
tsoa,4,1,4.072158651301055e-05,0.004072158651301055
ornd,4,1,4.072158651301055e-05,0.004072158651301055
1o4,3,1,4.072158651301055e-05,0.004072158651301055
tarq,4,1,4.072158651301055e-05,0.004072158651301055
aopp,4,1,4.072158651301055e-05,0.004072158651301055
o6,2,1,4.072158651301055e-05,0.004072158651301055
oo6,3,1,4.072158651301055e-05,0.004072158651301055
soo6,4,1,4.072158651301055e-05,0.004072158651301055
poss,4,1,4.072158651301055e-05,0.004072158651301055
osso,4,1,4.072158651301055e-05,0.004072158651301055
aoto,4,2,8.14431730260211e-05,0.00814431730260211
3tsp,4,1,4.072158651301055e-05,0.004072158651301055
oaop,4,1,4.072158651301055e-05,0.004072158651301055
1poq,4,1,4.072158651301055e-05,0.004072158651301055
poqr,4,1,4.072158651301055e-05,0.004072158651301055
oap,3,3,0.00012216475953903165,0.012216475953903166
3oap,4,1,4.072158651301055e-05,0.004072158651301055
oapo,4,3,0.00012216475953903165,0.012216475953903166
asot,4,1,4.072158651301055e-05,0.004072158651301055
ntto,4,1,4.072158651301055e-05,0.004072158651301055
2ar,3,2,8.14431730260211e-05,0.00814431730260211
3tqq,4,1,4.072158651301055e-05,0.004072158651301055
tqqn,4,1,4.072158651301055e-05,0.004072158651301055
ortp,4,1,4.072158651301055e-05,0.004072158651301055
1aao,4,1,4.072158651301055e-05,0.004072158651301055
aaor,4,1,4.072158651301055e-05,0.004072158651301055
tnso,4,2,8.14431730260211e-05,0.00814431730260211
3tar,4,3,0.00012216475953903165,0.012216475953903166
arnq,4,1,4.072158651301055e-05,0.004072158651301055
qoq,3,1,4.072158651301055e-05,0.004072158651301055
oaq,3,1,4.072158651301055e-05,0.004072158651301055
aqq,3,2,8.14431730260211e-05,0.00814431730260211
qqq,3,2,8.14431730260211e-05,0.004072158651301055
qtqq,4,1,4.072158651301055e-05,0.004072158651301055
tqqo,4,1,4.072158651301055e-05,0.004072158651301055
qqoq,4,1,4.072158651301055e-05,0.004072158651301055
qoqo,4,1,4.072158651301055e-05,0.004072158651301055
oqoa,4,1,4.072158651301055e-05,0.004072158651301055
qoaq,4,1,4.072158651301055e-05,0.004072158651301055
oaqq,4,1,4.072158651301055e-05,0.004072158651301055
aqqq,4,1,4.072158651301055e-05,0.004072158651301055
qqqq,4,1,4.072158651301055e-05,0.004072158651301055
qqqo,4,1,4.072158651301055e-05,0.004072158651301055
3qtp,4,1,4.072158651301055e-05,0.004072158651301055
o3,2,2,8.14431730260211e-05,0.00814431730260211
oo3,3,2,8.14431730260211e-05,0.00814431730260211
o3o,3,1,4.072158651301055e-05,0.004072158651301055
too3,4,1,4.072158651301055e-05,0.004072158651301055
oo3o,4,1,4.072158651301055e-05,0.004072158651301055
o3oo,4,1,4.072158651301055e-05,0.004072158651301055
tqto,4,1,4.072158651301055e-05,0.004072158651301055
pd,2,1,4.072158651301055e-05,0.004072158651301055
dp,2,1,4.072158651301055e-05,0.004072158651301055
1pd,3,1,4.072158651301055e-05,0.004072158651301055
pdp,3,1,4.072158651301055e-05,0.004072158651301055
dpp,3,1,4.072158651301055e-05,0.004072158651301055
4an,3,2,8.14431730260211e-05,0.00814431730260211
1pdp,4,1,4.072158651301055e-05,0.004072158651301055
pdpp,4,1,4.072158651301055e-05,0.004072158651301055
dppp,4,1,4.072158651301055e-05,0.004072158651301055
o4an,4,1,4.072158651301055e-05,0.004072158651301055
1nqq,4,1,4.072158651301055e-05,0.004072158651301055
nqqs,4,1,4.072158651301055e-05,0.004072158651301055
tart,4,1,4.072158651301055e-05,0.004072158651301055
1osn,4,2,8.14431730260211e-05,0.00814431730260211
porr,4,1,4.072158651301055e-05,0.004072158651301055
rnot,4,1,4.072158651301055e-05,0.004072158651301055
qpoo,4,2,8.14431730260211e-05,0.00814431730260211
qtan,4,1,4.072158651301055e-05,0.004072158651301055
snon,4,1,4.072158651301055e-05,0.004072158651301055
qrtr,4,2,8.14431730260211e-05,0.00814431730260211
tror,4,2,8.14431730260211e-05,0.00814431730260211
rorn,4,1,4.072158651301055e-05,0.004072158651301055
rnrt,4,1,4.072158651301055e-05,0.004072158651301055
nrto,4,1,4.072158651301055e-05,0.004072158651301055
7t,2,1,4.072158651301055e-05,0.004072158651301055
7ts,3,1,4.072158651301055e-05,0.004072158651301055
7tsr,4,1,4.072158651301055e-05,0.004072158651301055
1rnq,4,2,8.14431730260211e-05,0.00814431730260211
4ap,3,1,4.072158651301055e-05,0.004072158651301055
1oo4,4,1,4.072158651301055e-05,0.004072158651301055
oo4a,4,1,4.072158651301055e-05,0.004072158651301055
o4ap,4,1,4.072158651301055e-05,0.004072158651301055
4apo,4,1,4.072158651301055e-05,0.004072158651301055
apon,4,1,4.072158651301055e-05,0.004072158651301055
rnnr,4,1,4.072158651301055e-05,0.004072158651301055
3ntq,4,1,4.072158651301055e-05,0.004072158651301055
ntqo,4,1,4.072158651301055e-05,0.004072158651301055
oosq,4,1,4.072158651301055e-05,0.004072158651301055
sqon,4,2,8.14431730260211e-05,0.00814431730260211
1srn,4,1,4.072158651301055e-05,0.004072158651301055
opoa,4,1,4.072158651301055e-05,0.004072158651301055
rnto,4,1,4.072158651301055e-05,0.004072158651301055
7n,2,1,4.072158651301055e-05,0.004072158651301055
3tsq,4,2,8.14431730260211e-05,0.00814431730260211
tsqo,4,1,4.072158651301055e-05,0.004072158651301055
1ato,4,1,4.072158651301055e-05,0.004072158651301055
atos,4,1,4.072158651301055e-05,0.004072158651301055
nson,4,2,8.14431730260211e-05,0.00814431730260211
2d,2,1,4.072158651301055e-05,0.004072158651301055
2dr,3,1,4.072158651301055e-05,0.004072158651301055
2drn,4,1,4.072158651301055e-05,0.004072158651301055
drnn,4,1,4.072158651301055e-05,0.004072158651301055
2ont,4,1,4.072158651301055e-05,0.004072158651301055
sqnn,4,1,4.072158651301055e-05,0.004072158651301055
osro,4,1,4.072158651301055e-05,0.004072158651301055
1qp,3,1,4.072158651301055e-05,0.004072158651301055
1qpo,4,1,4.072158651301055e-05,0.004072158651301055
sopn,4,1,4.072158651301055e-05,0.004072158651301055
topn,4,1,4.072158651301055e-05,0.004072158651301055
qnan,4,1,4.072158651301055e-05,0.004072158651301055
ass,3,1,4.072158651301055e-05,0.004072158651301055
1ass,4,1,4.072158651301055e-05,0.004072158651301055
assr,4,1,4.072158651301055e-05,0.004072158651301055
ssrn,4,1,4.072158651301055e-05,0.004072158651301055
tat,3,1,4.072158651301055e-05,0.004072158651301055
1tat,4,1,4.072158651301055e-05,0.004072158651301055
tato,4,1,4.072158651301055e-05,0.004072158651301055
qtro,4,1,4.072158651301055e-05,0.004072158651301055
2oap,4,1,4.072158651301055e-05,0.004072158651301055
nqos,4,1,4.072158651301055e-05,0.004072158651301055
ttq,3,1,4.072158651301055e-05,0.004072158651301055
2ttq,4,1,4.072158651301055e-05,0.004072158651301055
ttqn,4,1,4.072158651301055e-05,0.004072158651301055
3ao,3,1,4.072158651301055e-05,0.004072158651301055
3aot,4,1,4.072158651301055e-05,0.004072158651301055
t3,2,1,4.072158651301055e-05,0.004072158651301055
2t3,3,1,4.072158651301055e-05,0.004072158651301055
t3o,3,1,4.072158651301055e-05,0.004072158651301055
2t3o,4,1,4.072158651301055e-05,0.004072158651301055
t3on,4,1,4.072158651301055e-05,0.004072158651301055
3ntn,4,1,4.072158651301055e-05,0.004072158651301055
ottn,4,1,4.072158651301055e-05,0.004072158651301055
1tts,4,1,4.072158651301055e-05,0.004072158651301055
qa,2,1,4.072158651301055e-05,0.004072158651301055
2qa,3,1,4.072158651301055e-05,0.004072158651301055
qat,3,1,4.072158651301055e-05,0.004072158651301055
2qat,4,1,4.072158651301055e-05,0.004072158651301055
qato,4,1,4.072158651301055e-05,0.004072158651301055
ator,4,1,4.072158651301055e-05,0.004072158651301055
ttor,4,1,4.072158651301055e-05,0.004072158651301055
1nan,4,1,4.072158651301055e-05,0.004072158651301055
nann,4,1,4.072158651301055e-05,0.004072158651301055
oost,4,1,4.072158651301055e-05,0.004072158651301055
1s4,3,1,4.072158651301055e-05,0.004072158651301055
s4a,3,1,4.072158651301055e-05,0.004072158651301055
1s4a,4,1,4.072158651301055e-05,0.004072158651301055
s4an,4,1,4.072158651301055e-05,0.004072158651301055
ppot,4,1,4.072158651301055e-05,0.004072158651301055
3s,2,1,4.072158651301055e-05,0.004072158651301055
o3s,3,1,4.072158651301055e-05,0.004072158651301055
3sr,3,1,4.072158651301055e-05,0.004072158651301055
1oo3,4,1,4.072158651301055e-05,0.004072158651301055
oo3s,4,1,4.072158651301055e-05,0.004072158651301055
o3sr,4,1,4.072158651301055e-05,0.004072158651301055
3srn,4,1,4.072158651301055e-05,0.004072158651301055
ta1n,4,1,4.072158651301055e-05,0.004072158651301055
nqto,4,2,8.14431730260211e-05,0.00814431730260211
qooa,4,1,4.072158651301055e-05,0.004072158651301055
rnsn,4,1,4.072158651301055e-05,0.004072158651301055
1aqq,4,1,4.072158651301055e-05,0.004072158651301055
aqqo,4,1,4.072158651301055e-05,0.004072158651301055
qqor,4,1,4.072158651301055e-05,0.004072158651301055
onso,4,1,4.072158651301055e-05,0.004072158651301055
1np,3,1,4.072158651301055e-05,0.004072158651301055
1npo,4,1,4.072158651301055e-05,0.004072158651301055
npos,4,1,4.072158651301055e-05,0.004072158651301055
asn,3,1,4.072158651301055e-05,0.004072158651301055
1asn,4,1,4.072158651301055e-05,0.004072158651301055
asno,4,1,4.072158651301055e-05,0.004072158651301055
1ona,4,1,4.072158651301055e-05,0.004072158651301055
onao,4,1,4.072158651301055e-05,0.004072158651301055
naos,4,1,4.072158651301055e-05,0.004072158651301055
3pot,4,1,4.072158651301055e-05,0.004072158651301055
2t1o,4,1,4.072158651301055e-05,0.004072158651301055
t1oo,4,2,8.14431730260211e-05,0.00814431730260211
3oor,4,1,4.072158651301055e-05,0.004072158651301055
3ort,4,1,4.072158651301055e-05,0.004072158651301055
toap,4,1,4.072158651301055e-05,0.004072158651301055
1qnn,4,1,4.072158651301055e-05,0.004072158651301055
rtos,4,1,4.072158651301055e-05,0.004072158651301055
tonq,4,1,4.072158651301055e-05,0.004072158651301055
2ota,4,1,4.072158651301055e-05,0.004072158651301055
qtoa,4,1,4.072158651301055e-05,0.004072158651301055
qnqt,4,1,4.072158651301055e-05,0.004072158651301055
2sn,3,1,4.072158651301055e-05,0.004072158651301055
2snr,4,1,4.072158651301055e-05,0.004072158651301055
ttos,4,1,4.072158651301055e-05,0.004072158651301055
aar,3,2,8.14431730260211e-05,0.00814431730260211
oaar,4,2,8.14431730260211e-05,0.00814431730260211
aarn,4,2,8.14431730260211e-05,0.00814431730260211
onoo,4,1,4.072158651301055e-05,0.004072158651301055
1spp,4,1,4.072158651301055e-05,0.004072158651301055
otsp,4,1,4.072158651301055e-05,0.004072158651301055
ottt,4,1,4.072158651301055e-05,0.004072158651301055
ttto,4,1,4.072158651301055e-05,0.004072158651301055
3ttn,4,1,4.072158651301055e-05,0.004072158651301055
qqtn,4,1,4.072158651301055e-05,0.004072158651301055
nrna,4,1,4.072158651301055e-05,0.004072158651301055
tsrt,4,1,4.072158651301055e-05,0.004072158651301055
srto,4,1,4.072158651301055e-05,0.004072158651301055
qnsn,4,1,4.072158651301055e-05,0.004072158651301055
ttp,3,1,4.072158651301055e-05,0.004072158651301055
qttp,4,1,4.072158651301055e-05,0.004072158651301055
ttpo,4,1,4.072158651301055e-05,0.004072158651301055
tn2,3,1,4.072158651301055e-05,0.004072158651301055
n2n,3,1,4.072158651301055e-05,0.004072158651301055
2tn2,4,1,4.072158651301055e-05,0.004072158651301055
tn2n,4,1,4.072158651301055e-05,0.004072158651301055
oaoa,4,1,4.072158651301055e-05,0.004072158651301055
aoaa,4,1,4.072158651301055e-05,0.004072158651301055
tsar,4,1,4.072158651301055e-05,0.004072158651301055
rtot,4,1,4.072158651301055e-05,0.004072158651301055
psa,3,1,4.072158651301055e-05,0.004072158651301055
2tps,4,1,4.072158651301055e-05,0.004072158651301055
tpsa,4,1,4.072158651301055e-05,0.004072158651301055
psao,4,1,4.072158651301055e-05,0.004072158651301055
5tt,3,1,4.072158651301055e-05,0.004072158651301055
5tto,4,1,4.072158651301055e-05,0.004072158651301055
r2tq,4,1,4.072158651301055e-05,0.004072158651301055
taq,3,1,4.072158651301055e-05,0.004072158651301055
